episode,total_reward,mean_reward,mean_min_experience,final_min_experience,mean_vehicle_experience,mean_gini_experience,final_gini_experience,total_collision_count,final_collision_count,mean_n_vehicles,least_advantaged_ego_steps,least_advantaged_non_ego_steps,least_advantaged_ego_ratio,mean_least_advantaged_speed,least_advantaged_crash_steps,mean_neighbourhood_min_experience,final_neighbourhood_min_experience,mean_neighbourhood_gini_experience,mean_neighbourhood_vehicle_count,neighbourhood_least_advantaged_ego_ratio,steps,terminated,truncated
0,13.187286439241094,0.8791524292827396,0.5776796292309576,0.5700811755879741,0.678982806416564,0.054714865005979205,0.03220099846968516,0,0,5.0,0,15,0.0,17.33038887692873,0,0.5915172768241285,0.5700811755879741,0.06000265004717846,3.4,0.0,15,True,False
1,7.067478690209629,0.8834348362762037,0.4723003120847846,-0.7261525071281055,0.6594835652895894,0.10236197100372948,0.3576529478271535,2,2,5.0,0,8,0.0,17.919009362543537,1,0.5043730110998033,-0.7261525071281055,0.1108822723232849,4.0,0.0,8,True,False
2,5.123591524893022,0.8539319208155036,0.4478724908574742,-0.6375975963992728,0.6654235627985444,0.1220205955537712,0.3675525842476568,2,2,5.0,0,6,0.0,18.43617472572422,1,0.48472836581543693,-0.6375975963992728,0.1353138193300932,3.8333333333333335,0.0,6,True,False
3,4.142316116560672,0.8284632233121345,0.30720120767712356,-0.7671063262933365,0.6228738220545494,0.1460873626072133,0.3714907746370566,2,2,5.0,0,5,0.0,15.216036230313708,1,0.3406709257464667,-0.7671063262933365,0.14628681164212015,4.0,0.0,5,True,False
4,6.252944792892337,0.8932778275560481,0.4899132850756588,-0.5120496469896818,0.6792625891481502,0.11031013450691869,0.35072314748985534,2,2,5.0,0,7,0.0,18.983112837984045,1,0.5306652167255858,-0.5120496469896818,0.11726548090516406,4.0,0.0,7,True,False
5,5.183831405306956,0.8639719008844926,0.43881794999708035,-0.6832863871505509,0.6599394314767272,0.11891086517612255,0.3741319825339888,2,2,5.0,0,6,0.0,18.16453849991241,1,0.4878942145570236,-0.6832863871505509,0.12739809542003944,3.8333333333333335,0.16666666666666666,6,True,False
6,3.8491023531129875,0.7698204706225975,0.3021677035776844,-0.8101929855332705,0.6240740388033574,0.15079210197363788,0.37105664849335995,2,2,5.0,0,5,0.0,15.065031107330531,1,0.3375343269077297,-0.8101929855332705,0.15023578195845158,4.0,0.0,5,True,False
7,12.342464898272151,0.8228309932181435,0.5155479148460603,-0.5226973031976863,0.6283191846787131,0.05877116899426095,0.38642307474815185,2,2,5.0,0,15,0.0,17.466437445381814,1,0.5273515356285364,-0.5226973031976863,0.06804594554885403,2.8,0.0,15,True,False
8,8.553594495834847,0.7775994996213498,0.39479128941160196,-0.7279649773841588,0.6239000148751368,0.13068678870007672,0.4213558675968647,2,2,5.0,0,11,0.0,14.571011409620786,1,0.4083478564292527,-0.7279649773841588,0.14926498651829642,3.5454545454545454,0.0,11,True,False
9,4.207037037037037,0.8414074074074074,0.4506595542892118,-0.40866264151851805,0.6773889971370588,0.12638500251935852,0.33799819023314304,2,2,5.0,0,5,0.0,19.51978662867635,1,0.49989205646474827,-0.40866264151851805,0.13492520545392153,4.0,0.0,5,True,False
10,11.69471008333858,0.7796473388892387,0.37649781991244013,-0.011006677368760607,0.6295137198729537,0.10781390526706877,0.20086633508351315,0,0,5.0,0,15,0.0,11.294934597373206,0,0.4770871366602289,0.6664860431826469,0.09229920275522364,3.6666666666666665,0.0,15,True,False
11,4.941794997049052,0.8236324995081753,0.44591766817761064,-0.6376448367810017,0.6631469215101452,0.12476174667818869,0.3771573011658862,2,2,5.0,0,6,0.0,18.377530045328317,1,0.4800112530904366,-0.6376448367810017,0.13857103962864584,3.8333333333333335,0.0,6,True,False
12,3.187679012345679,0.7969197530864197,0.30599776882933577,-0.5618279336102641,0.6286039460587535,0.1507487016386938,0.32914540170409334,2,2,5.0,0,4,0.0,16.679933064880075,1,0.3407664419656989,-0.5618279336102641,0.16988146093871537,3.75,0.0,4,True,False
13,6.637641219460281,0.8297051524325352,0.412013446590189,-0.7453853584699301,0.6509137389415777,0.1346428604027705,0.39372536331573427,2,2,5.0,0,8,0.0,16.110403397705667,1,0.43278630575056787,-0.7453853584699301,0.15098223467223504,3.875,0.0,8,True,False
14,9.984100479866873,0.8320083733222394,0.46789721417200614,-0.7286688795249839,0.6302506348492585,0.07617274068174534,0.3763447113649516,2,2,5.0,0,12,0.0,16.536916425160182,1,0.48771784882996655,-0.7286688795249839,0.0832887831902928,3.8333333333333335,0.0,12,True,False
15,6.868507336558231,0.8585634170697789,0.48076092726016273,-0.7208122019344472,0.6726174298921647,0.11576365963407845,0.38431518705886347,2,2,5.0,0,8,0.0,18.172827817804883,1,0.5094476731146228,-0.7208122019344472,0.12801255443107346,3.875,0.0,8,True,False
16,13.040224100442765,0.8150140062776728,0.434491491812289,0.3987771698624262,0.64491150051895,0.08544005095574236,0.10438244850325828,0,0,5.0,0,16,0.0,13.03474475436867,0,0.4887523702186942,0.6666761166713469,0.08381545397508491,3.8125,0.0625,16,True,False
17,4.153868975121924,0.8307737950243848,0.3337001736902794,-0.692717792066465,0.622039650800518,0.13979728911602227,0.377354043577973,2,2,5.0,0,5,0.0,16.011005210708383,1,0.3628503383588568,-0.692717792066465,0.13854952651856114,4.0,0.0,5,True,False
18,4.910753828201376,0.8184589713668959,0.312491615676676,-0.755912066527893,0.604895261178238,0.13687038048603117,0.37008502224974915,2,2,5.0,0,6,0.0,14.374748470300277,1,0.3443059485546492,-0.755912066527893,0.13560447922796373,4.166666666666667,0.0,6,True,False
19,4.873496268984031,0.8122493781640051,0.3517898529475012,-0.7541399202271063,0.6102054665901884,0.12658708504605695,0.3790565630891869,2,2,5.0,0,6,0.0,15.553695588425036,1,0.37883155064928564,-0.7541399202271063,0.12923484891620152,3.8333333333333335,0.0,6,True,False
20,8.21027655658803,0.821027655658803,0.4778360184736926,-0.7646824749624458,0.6403208005308849,0.0795661614218354,0.38727939542380696,2,2,5.0,0,10,0.0,17.33508055421078,1,0.5081680863004283,-0.7646824749624458,0.08579055304685224,4.0,0.0,10,True,False
21,12.939501156074833,0.9242500825767738,0.5888375434748998,0.5453369018086144,0.686921662611576,0.05310579279145541,0.03063829126993678,0,0,5.0,0,14,0.0,17.665126304246993,0,0.6027984362293292,0.5453369018086144,0.05734308839739861,3.7142857142857144,0.14285714285714285,14,True,False
22,5.123591524893022,0.8539319208155036,0.4445855910190996,-0.6369549931621281,0.6662821279458503,0.12382449245142046,0.36819117559948844,2,2,5.0,0,6,0.0,18.33756773057299,1,0.4867132915854618,-0.6369549931621281,0.1336860663604286,4.0,0.0,6,True,False
23,4.0252766338139505,0.8050553267627901,0.3301951949121763,-0.7229942294918115,0.6343732979530063,0.14350841786309307,0.34781189017433567,2,2,5.0,0,5,0.0,15.905855847365292,1,0.3609432038444348,-0.7229942294918115,0.16147110948457283,3.8,0.0,5,True,False
24,11.294705270998152,0.7529803513998768,0.3588222998764212,-0.011006677368760607,0.6195211824956538,0.12500839474937278,0.24153992874123498,0,0,5.0,0,15,0.0,10.764668996292636,0,0.4541045507560095,0.637860665161271,0.11261743408233314,3.7333333333333334,0.0,15,True,False
25,5.827027815230589,0.8324325450329413,0.4941021999865449,-0.45511967874952175,0.6631403780953306,0.09729042929381992,0.35090346590723986,2,2,5.0,0,7,0.0,19.108780285310637,1,0.5329529910658161,-0.45511967874952175,0.10309076084868628,4.0,0.0,7,True,False
26,4.07601210163684,0.815202420327368,0.4161169989462083,-0.41389305514031893,0.6561437448525227,0.13363284054109345,0.3573244855337725,2,2,5.0,0,5,0.0,18.48350996838625,1,0.45313095641401324,-0.41389305514031893,0.15058966130067047,3.6,0.0,5,True,False
27,5.267168123412982,0.8778613539021637,0.4384581229368833,-0.683731822500556,0.6634201450757778,0.12301696747912468,0.37385813356713515,2,2,5.0,0,6,0.0,18.1537436881065,1,0.48195399118356946,-0.683731822500556,0.13658678174824523,3.6666666666666665,0.0,6,True,False
28,6.868758388235352,0.858594798529419,0.4861881723380395,-0.6407021516597066,0.6695700810479203,0.11370840326830933,0.39345869528241884,2,2,5.0,0,8,0.0,18.335645170141184,1,0.5130438223884987,-0.6407021516597066,0.12703048962759547,3.75,0.0,8,True,False
29,7.282390960081621,0.8091545511201801,0.4824104274610945,-0.6411120121272356,0.6615210931236349,0.10851442779405243,0.4028476146664972,2,2,5.0,0,9,0.0,17.805646157166173,1,0.5095216468383954,-0.6411120121272356,0.12057159952160472,3.7777777777777777,0.0,9,True,False
30,4.180526310013717,0.8361052620027435,0.42520104267826697,-0.5187452693933967,0.661752889176852,0.13081698251705182,0.35531056609064193,2,2,5.0,0,5,0.0,18.756031280348008,1,0.4668123999063848,-0.5187452693933967,0.1436415115115282,3.8,0.0,5,True,False
31,4.984702636004132,0.8307837726673554,0.44406597056279934,-0.6375464743575467,0.6634808165984046,0.12328809153839437,0.3681266752374779,2,2,5.0,0,6,0.0,18.32197911688398,1,0.4825070053953575,-0.6375464743575467,0.13600819274019157,3.8333333333333335,0.0,6,True,False
32,5.225479992486696,0.8709133320811161,0.4835525865361749,-0.4138449001783402,0.6778354429555639,0.11759832685450766,0.3681486320153322,2,2,5.0,0,6,0.0,19.506577596085247,1,0.5290681706488921,-0.4138449001783402,0.12801552239099287,3.8333333333333335,0.0,6,True,False
33,5.744555484640331,0.8206507835200473,0.4972673509056862,-0.3745433391358297,0.6751086885498596,0.10349050500986569,0.3388627068415788,2,2,5.0,0,7,0.0,19.20373481288487,1,0.530384287523596,-0.3745433391358297,0.1101853942884602,3.857142857142857,0.14285714285714285,7,True,False
34,10.34368850726057,0.7956683467123515,0.4211800528365715,0.03366783617091833,0.6635118867349787,0.11793852496729426,0.25594472422629755,0,0,5.0,0,13,0.0,12.635401585097144,0,0.4805342574243489,0.6667315629352111,0.11785280149377254,3.769230769230769,0.0,13,True,False
35,4.354345679012345,0.870869135802469,0.44212889509897424,-0.4486240830738075,0.6699211984894953,0.1270102186549104,0.3439147613135345,2,2,5.0,0,5,0.0,19.26386685296923,1,0.48645343775928174,-0.4486240830738075,0.1395397846675584,3.8,0.0,5,True,False
36,7.794684592591302,0.7794684592591302,0.46318370117200597,-0.641341477383395,0.6431245936693364,0.0991208379552658,0.40257794029308513,2,2,5.0,0,10,0.0,16.895511035160176,1,0.4832974016657502,-0.641341477383395,0.11166446299076453,3.5,0.1,10,True,False
37,4.984700318635735,0.8307833864392892,0.44741971551304105,-0.6376591987740422,0.6609166357236901,0.11651623817850902,0.368005484351668,2,2,5.0,0,6,0.0,18.422591465391232,1,0.4848192058829373,-0.6376591987740422,0.12844176254062115,3.8333333333333335,0.0,6,True,False
38,7.077592445084544,0.7863991605649494,0.4142468620621594,-0.46907035618317816,0.5886593662976395,0.09727728221464231,0.40089022976570865,2,2,5.0,0,9,0.0,15.760739195198116,1,0.43340029645603295,-0.46907035618317816,0.10795036034495374,3.7777777777777777,0.0,9,True,False
39,3.179259259259259,0.7948148148148148,0.30707289900571816,-0.5712673466499674,0.6364915733424749,0.14643586096881128,0.3169569272050583,2,2,5.0,0,4,0.0,16.712186970171544,1,0.3462350672798343,-0.5712673466499674,0.16436637016414662,3.75,0.0,4,True,False
40,5.829122529685754,0.8327317899551077,0.5091948260980342,-0.37494407199989943,0.6753162536309142,0.10010674184082832,0.34444314273025634,2,2,5.0,0,7,0.0,19.561559068655317,1,0.5449576033150964,-0.37494407199989943,0.10882764726301862,3.857142857142857,0.0,7,True,False
41,4.271012345679012,0.8542024691358024,0.44121783412507815,-0.44857835824355496,0.6708263633166938,0.12757183843482145,0.3443929841107807,2,2,5.0,0,5,0.0,19.236535023752342,1,0.48249880577401055,-0.44857835824355496,0.1386308135302181,4.0,0.0,5,True,False
42,4.103410011877798,0.8206820023755595,0.30888495615872263,-0.7878841135532255,0.6232199465159108,0.14912908435527186,0.368936399528367,2,2,5.0,0,5,0.0,15.266548684761679,1,0.3385843696567624,-0.7878841135532255,0.15513686390569678,3.8,0.0,5,True,False
43,9.76272756305079,0.7509790433115993,0.4041990418126091,-0.6390718157938872,0.6256665469701989,0.1132120516288038,0.4465649959271034,2,2,5.0,0,13,0.0,14.43366356207058,1,0.4262326231701087,-0.6390718157938872,0.125706376389476,3.923076923076923,0.0,13,True,False
44,3.196886657457271,0.7992216643643177,0.3098122754675375,-0.563717974536263,0.6279399726460488,0.15226963121763198,0.3396684027764667,2,2,5.0,0,4,0.0,16.794368264026126,1,0.34928475923753205,-0.563717974536263,0.15237702560822153,4.0,0.0,4,True,False
45,8.436493433280681,0.7030411194400568,0.38874978705206376,-0.6534730992581879,0.5875287098969917,0.10585473908516713,0.45193909661358167,2,2,5.0,0,12,0.0,14.162493611561912,1,0.40285293764884766,-0.6534730992581879,0.12004868385265809,3.75,0.0,12,True,False
46,6.403379497955425,0.8004224372444281,0.46917152354884595,-0.7450903095311034,0.6508856769191628,0.1039396649845851,0.40772130729492173,2,2,5.0,0,8,0.0,17.825145706465378,1,0.5042683511134771,-0.7450903095311034,0.11465427814321516,3.75,0.0,8,True,False
47,3.263859643347051,0.8159649108367627,0.31718864724989954,-0.6082373257285385,0.6369238912926357,0.1487365839244354,0.34150068762997354,2,2,5.0,0,4,0.0,17.015659417496984,1,0.3595231626911654,-0.6082373257285385,0.14783928676780167,3.75,0.0,4,True,False
48,6.879184883140457,0.8598981103925571,0.4891594957915544,-0.6150388038275753,0.6730154173102789,0.113740984099127,0.3911320880343687,2,2,5.0,0,8,0.0,18.42478487374663,1,0.5207184071205962,-0.6150388038275753,0.12416785655234372,3.875,0.0,8,True,False
49,5.632259914523492,0.8046085592176417,0.48327808197589583,-0.5565549937026553,0.6612562720973452,0.10869772788061731,0.4042506866474138,2,2,5.0,0,7,0.0,18.784056744991165,1,0.5275871057736612,-0.5565549937026553,0.11876937905995365,3.7142857142857144,0.0,7,True,False
50,6.906033820591033,0.8632542275738792,0.48075883059568103,-0.6869316250264783,0.6624251682629898,0.10690296897424226,0.3782828084713492,2,2,5.0,0,8,0.0,18.172764917870428,1,0.5123616107644121,-0.6869316250264783,0.11719822232738392,3.875,0.0,8,True,False
51,10.197062213448582,0.8497551844540485,0.4643825044426219,0.2739698445475311,0.6823808313938748,0.12223879332984632,0.19301178750200298,0,0,5.0,0,12,0.0,13.931475133278658,0,0.5119121088494878,0.666781070671345,0.13021148202792876,3.6666666666666665,0.0,12,True,False
52,3.236081865569273,0.8090204663923183,0.31606217157829863,-0.606517890782121,0.63143537415137,0.14908687897447637,0.341379696104539,2,2,5.0,0,4,0.0,16.98186514734896,1,0.35488645373844574,-0.606517890782121,0.15038794722955928,3.75,0.0,4,True,False
53,7.799071877237185,0.8665635419152428,0.4828622577904054,-0.7278317424109467,0.6492630029751757,0.08358275404831167,0.37142311691157404,2,2,5.0,0,9,0.0,17.819201067045498,1,0.5149664893310724,-0.7278317424109467,0.09117423598142602,3.7777777777777777,0.0,9,True,False
54,3.422222222222222,0.8555555555555555,0.3316581159473527,-0.5124539411533008,0.6520101921046741,0.14491057102625693,0.3136415260812271,2,2,5.0,0,4,0.0,17.449743478420583,1,0.37385627830997914,-0.5124539411533008,0.16096640458025846,3.5,0.0,4,True,False
55,5.123591524893022,0.8539319208155036,0.4487103686302382,-0.637581859132889,0.6652677977734989,0.12151925352900306,0.3674366013406929,2,2,5.0,0,6,0.0,18.461311058907146,1,0.484361149157938,-0.637581859132889,0.13540232410293432,3.8333333333333335,0.0,6,True,False
56,4.291637421124829,0.8583274842249657,0.4278823268634365,-0.5193968428558546,0.6619118042060952,0.12878710858322026,0.3538925246414679,2,2,5.0,0,5,0.0,18.836469805903096,1,0.4725192041051164,-0.5193968428558546,0.14386066332167108,3.6,0.0,5,True,False
57,5.954419607623991,0.8506313725177129,0.40789036041534593,-0.4556911019740866,0.6610493400365326,0.13789247091795181,0.3496332261533366,2,2,5.0,0,7,0.0,16.52242509817466,1,0.43279419986267104,-0.4556911019740866,0.15529249545219598,3.7142857142857144,0.0,7,True,False
58,3.352561072945784,0.838140268236446,0.3420821373262789,-0.5092724453393719,0.648145265858265,0.1484832419056203,0.3370168625519243,2,2,5.0,0,4,0.0,17.76246411978837,1,0.3916430439113827,-0.5092724453393719,0.14220622046156756,4.0,0.0,4,True,False
59,8.160003795363618,0.8160003795363618,0.4785643534415396,-0.7010962462393044,0.6406661420871427,0.07982353544164852,0.3800158254948667,2,2,5.0,0,10,0.0,17.356930603246184,1,0.5052966583226592,-0.7010962462393044,0.08647390336001896,4.1,0.0,10,True,False
60,3.8660897969571955,0.7732179593914391,0.316525307255444,-0.7996414849304205,0.6179505358373069,0.14340794585642155,0.37971359064969046,2,2,5.0,0,5,0.0,15.495759217663316,1,0.35232396754272816,-0.7996414849304205,0.14372316207457386,4.0,0.0,5,True,False
61,4.9425652967535445,0.8237608827922575,0.45905912056537596,-0.5541574137767274,0.6741706812610574,0.12158193291422421,0.35804462913135526,2,2,5.0,0,6,0.0,18.77177361696128,1,0.5061290623288462,-0.5541574137767274,0.13132497438724186,3.8333333333333335,0.0,6,True,False
62,6.029333187870905,0.8613333125529864,0.4392632292858911,-0.4170487740225821,0.6697919760249951,0.1306118632566655,0.3441730937884935,2,2,5.0,0,7,0.0,17.46361116429102,1,0.4618829368016576,-0.4170487740225821,0.14471165124850377,3.857142857142857,0.0,7,True,False
63,11.561154606762633,0.8893195851355872,0.5163716357269096,-0.380189789372119,0.6630785910556909,0.08022758442612196,0.3351722232326457,2,2,5.0,0,13,0.0,17.7988413794996,1,0.5337376573400845,-0.380189789372119,0.08805952562750095,4.076923076923077,0.0,13,True,False
64,12.91666861910529,0.9226191870789492,0.5258638413875689,0.605650378922589,0.6708467253912364,0.09470907762752544,0.09515465780892884,0,0,5.0,0,14,0.0,15.77591524162707,0,0.538847334782942,0.605650378922589,0.10331439633039251,3.642857142857143,0.0,14,True,False
65,5.229618447669343,0.8716030746115572,0.4397501192754258,-0.6837193194441682,0.6635788507744343,0.12431236127961705,0.37955459074222975,2,2,5.0,0,6,0.0,18.19250357826277,1,0.48283872484109036,-0.6837193194441682,0.13599389751637217,3.8333333333333335,0.0,6,True,False
66,10.500372900053378,0.8750310750044482,0.48670597316314584,-0.7119206956009354,0.6539651953301308,0.09244491935009308,0.39150652694882915,2,2,5.0,0,12,0.0,17.10117919489437,1,0.5082494169840314,-0.7119206956009354,0.10192780575489967,3.9166666666666665,0.0,12,True,False
67,8.488280080624099,0.7716618255112817,0.428624066757882,-0.45776952492243883,0.6349137552851314,0.12469949988898112,0.42477581684936205,2,2,5.0,0,11,0.0,15.585994730009189,1,0.4443771159665907,-0.45776952492243883,0.14518788649061484,3.727272727272727,0.0,11,True,False
68,3.3821234567901235,0.8455308641975309,0.3084106079100752,-0.5784389471150992,0.6395464429138504,0.14922575394666004,0.32691535607074007,2,2,5.0,0,4,0.0,16.75231823730226,1,0.3457414430404669,-0.5784389471150992,0.16542774734190985,3.75,0.0,4,True,False
69,4.144696449840096,0.8289392899680192,0.3439216671678732,-0.5490433035555347,0.6281334736624674,0.12606466888134701,0.3123687578596266,2,2,5.0,0,5,0.0,16.317650015036197,1,0.38082274552819745,-0.5490433035555347,0.125625657735312,3.8,0.0,5,True,False
70,7.970306113041074,0.8855895681156749,0.4480679497035831,-0.5818139870660863,0.6549499055090168,0.11696982147877168,0.3564808484726336,2,2,5.0,0,9,0.0,16.77537182444083,1,0.4634527402109884,-0.5818139870660863,0.13242501849030683,3.888888888888889,0.0,9,True,False
71,12.576832620559172,0.898345187182798,0.5935936401733329,0.5994950564759062,0.6853784777145109,0.05449774269999029,0.022381464411797003,0,0,5.0,0,14,0.0,17.807809205199984,0,0.6051196344178973,0.5994950564759062,0.05907993761317124,3.857142857142857,0.0,14,True,False
72,5.298234323859062,0.8830390539765104,0.49130913913251545,-0.37215987309532794,0.6796289423782255,0.11707318958754771,0.36457489506448293,2,2,5.0,0,6,0.0,19.739274173975463,1,0.5343736271467051,-0.37215987309532794,0.12787575713161703,3.8333333333333335,0.0,6,True,False
73,4.210934312834364,0.8421868625668727,0.3054113498256919,-0.761428596708235,0.6214666966047369,0.14390999675135135,0.3616040092771089,2,2,5.0,0,5,0.0,15.162340494770756,1,0.33208830692091573,-0.761428596708235,0.14580810982274955,4.0,0.0,5,True,False
74,6.836277820201039,0.8545347275251298,0.4847460043307894,-0.49279565078048215,0.6743206757928771,0.11386387747286958,0.35250554792369204,2,2,5.0,0,8,0.0,18.29238012992368,1,0.505643378173562,-0.49279565078048215,0.12859003064002558,3.75,0.0,8,True,False
75,6.058863492651129,0.8655519275215899,0.46388166033549527,-0.6856387611176507,0.6531817872575756,0.1070458275704578,0.39177599769854776,2,2,5.0,0,7,0.0,18.202164095779143,1,0.5039779469501828,-0.6856387611176507,0.11619295337466215,4.0,0.0,7,True,False
76,4.336278189300412,0.8672556378600824,0.4356885893780425,-0.48459529601982465,0.6705988437894888,0.1282577067773986,0.3492068124537311,2,2,5.0,0,5,0.0,19.070657681341277,1,0.48748597507442043,-0.48459529601982465,0.13848152516201123,3.8,0.0,5,True,False
77,7.775861668596629,0.8639846298440699,0.5017556773117937,-0.558659869370941,0.6719228640285541,0.10249472033707445,0.3689567365357258,2,2,5.0,0,9,0.0,18.386003652687144,1,0.5310608120991923,-0.558659869370941,0.11260367518113999,3.7777777777777777,0.0,9,True,False
78,9.25331009407566,0.8412100085523327,0.4751861510174686,-0.721443309089438,0.641435428521395,0.0805392758064989,0.3698571882029231,2,2,5.0,0,11,0.0,16.982857257796788,1,0.5032386041172835,-0.721443309089438,0.08691856819456635,3.909090909090909,0.0,11,True,False
79,5.062319878148413,0.8437199796914022,0.4317936671100527,-0.7045522646539064,0.6597296953077899,0.12502666723187994,0.37706387458925317,2,2,5.0,0,6,0.0,17.95381001330158,1,0.4735084083689058,-0.7045522646539064,0.1369787231836391,3.8333333333333335,0.0,6,True,False
80,4.153958547082222,0.8307917094164443,0.3475777010793454,-0.5910717573527633,0.6270380663933273,0.12711305369238396,0.34804775258231313,2,2,5.0,0,5,0.0,16.42733103238036,1,0.3800313886656206,-0.5910717573527633,0.1255848407359453,4.0,0.0,5,True,False
81,5.070283683165574,0.8450472805275956,0.42425424317611665,-0.7426459490711058,0.6472743505528867,0.12131674993983639,0.38377085452546833,2,2,5.0,0,6,0.0,17.7276272952835,1,0.4590516885393248,-0.7426459490711058,0.1334030853634517,4.0,0.0,6,True,False
82,4.906057012301871,0.8176761687169786,0.43960052230173413,-0.6839905099322389,0.6639343636055178,0.12274727638434164,0.3736589620357278,2,2,5.0,0,6,0.0,18.18801566905202,1,0.4817923629639833,-0.6839905099322389,0.13660133289635598,3.6666666666666665,0.0,6,True,False
83,5.0134141932442935,0.8355690322073822,0.4282784242449516,-0.742700901136758,0.651695059737799,0.12019370864098233,0.38113524919193953,2,2,5.0,0,6,0.0,17.848352727348548,1,0.468067295802451,-0.742700901136758,0.1316932482166855,3.8333333333333335,0.0,6,True,False
84,4.062319878148413,0.8124639756296826,0.33445453748792964,-0.7383206762113756,0.6282899171382966,0.14666329058079802,0.3705400634861442,2,2,5.0,0,5,0.0,16.033636124637887,1,0.36276178204533593,-0.7383206762113756,0.14864781678616668,4.0,0.0,5,True,False
85,6.123591524893021,0.8747987892704315,0.4735609555608692,-0.6398559314804877,0.673070126197351,0.11756882643843304,0.37289330839455714,2,2,5.0,0,7,0.0,18.49254295254036,1,0.509604037053381,-0.6398559314804877,0.12750743700307793,4.0,0.0,7,True,False
86,3.1973893004115226,0.7993473251028806,0.2992945018889041,-0.6053931567711521,0.632368573686851,0.15151732734796391,0.3321208405337077,2,2,5.0,0,4,0.0,16.478835056667123,1,0.3339562073839533,-0.6053931567711521,0.15003584573800816,4.0,0.0,4,True,False
87,5.973201089454784,0.8533144413506834,0.4744809979743012,-0.6391986580749134,0.6686564222757287,0.11300150933810944,0.37661486018847157,2,2,5.0,0,7,0.0,18.520144224943323,1,0.5097274075322747,-0.6391986580749134,0.1226865261427326,4.0,0.0,7,True,False
88,6.8350144149129894,0.8543768018641237,0.481126036587622,-0.6895058491108585,0.664704411570065,0.1007737706344562,0.3536906363241823,2,2,5.0,0,8,0.0,18.18378109762866,1,0.5174195444922578,-0.6895058491108585,0.1088134100211102,3.875,0.0,8,True,False
89,6.085014261213731,0.8692877516019616,0.482993618108261,-0.5569513620105735,0.65656732793527,0.09967510814221102,0.3788159723331155,2,2,5.0,0,7,0.0,18.775522828962114,1,0.5147479855210028,-0.5569513620105735,0.10865204668713549,4.0,0.0,7,True,False
90,11.693873315035793,0.8352766653596995,0.44218305578122125,0.21307394901008783,0.6667727151444065,0.10024490245197085,0.1955464918739338,0,0,5.0,0,14,0.0,13.265491673436637,0,0.5322881495942849,0.6667022857379035,0.09051264275347601,3.7857142857142856,0.0,14,True,False
91,3.3666666666666667,0.8416666666666667,0.32109110982287364,-0.5345102216756363,0.6491047088951073,0.14559835310408842,0.311136852364452,2,2,5.0,0,4,0.0,17.132733294686208,1,0.36439316041552444,-0.5345102216756363,0.14149888696347923,4.0,0.0,4,True,False
92,10.925210770877653,0.7803721979198324,0.3821180102551116,0.0007448530482610548,0.6478541729479963,0.12885550224181933,0.2763904401829742,0,0,5.0,0,14,0.0,11.46354030765335,0,0.4858881087062957,0.6667008541666369,0.11419455541823564,3.7142857142857144,0.0,14,True,False
93,13.531699312902122,0.8457312070563826,0.49907630373983625,-0.6902756808104193,0.6240929440821963,0.06174606879826966,0.3902909643440795,2,2,5.0,0,16,0.0,16.847289112195085,1,0.5113599688989876,-0.6902756808104193,0.07251773057211079,2.8125,0.125,16,True,False
94,4.138888888888889,0.8277777777777778,0.46701029736398586,-0.32202780182635193,0.6839145319042369,0.12404666657549543,0.3237770289830022,2,2,5.0,0,5,0.0,20.010308920919577,1,0.5101494183468988,-0.32202780182635193,0.13313247476519963,4.0,0.0,5,True,False
95,13.281221388127332,0.8300763367579582,0.5079911179914403,-0.6899595311171501,0.6294441421317171,0.05526628624381179,0.3993904174664431,2,2,5.0,0,16,0.0,17.114733539743206,1,0.525939578418301,-0.6899595311171501,0.06910612532772997,3.875,0.0,16,True,False
96,4.9505539939491205,0.8250923323248535,0.3357572070978145,-0.8086374058350931,0.6205235438752345,0.13028919680111772,0.37906920888578965,2,2,5.0,0,6,0.0,15.072716212934436,1,0.3635750806890343,-0.8086374058350931,0.12960526942526474,4.166666666666667,0.0,6,True,False
97,3.8426320277664496,0.7685264055532899,0.33430869057440393,-0.7199752355598007,0.624008846380207,0.13369748691434102,0.36188813317111745,2,2,5.0,0,5,0.0,16.02926071723212,1,0.36831420703903117,-0.7199752355598007,0.129708916776165,4.2,0.0,5,True,False
98,3.3821234567901235,0.8455308641975309,0.3221284235922144,-0.5668475071222174,0.641318165555737,0.14607479269579976,0.3280979444763541,2,2,5.0,0,4,0.0,17.16385270776643,1,0.36449603868047536,-0.5668475071222174,0.14619725831916774,3.75,0.0,4,True,False
99,13.06895449693186,0.8712636331287907,0.5730343784609506,0.4963716107298576,0.6748090075325988,0.049440947113529234,0.07539038834180145,0,0,5.0,0,15,0.0,17.191031353828524,0,0.5873941599034722,0.4963716107298576,0.05287670679658692,3.8666666666666667,0.0,15,True,False
